2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N781WN","415","IND","Indianapolis, IN","IN","18","Indiana",42,"MDW","Chicago, IL","IL","17","Illinois",41,"1040","1102",22.00,22.00,1.00,1,"1000-1059",9.00,"1111","1047",13.00,"1030","1100",30.00,30.00,1.00,2,"1000-1059",0.00,"",0.00,50.00,58.00,36.00,1.00,162.00,1,0.00,0.00,8.00,0.00,22.00,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N427WN","917","IND","Indianapolis, IN","IN","18","Indiana",42,"MDW","Chicago, IL","IL","17","Illinois",41,"0730","0728",-2.00,0.00,0.00,-1,"0700-0759",7.00,"0735","0708",4.00,"0720","0712",-8.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,50.00,44.00,33.00,1.00,162.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N255WN","1022","IND","Indianapolis, IN","IN","18","Indiana",42,"MDW","Chicago, IL","IL","17","Illinois",41,"1855","1855",0.00,0.00,0.00,0,"1800-1859",9.00,"1904","1837",5.00,"1845","1842",-3.00,0.00,0.00,-1,"1800-1859",0.00,"",0.00,50.00,47.00,33.00,1.00,162.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N692SW","2081","IND","Indianapolis, IN","IN","18","Indiana",42,"MDW","Chicago, IL","IL","17","Illinois",41,"1535","1530",-5.00,0.00,0.00,-1,"1500-1559",15.00,"1545","1518",4.00,"1525","1522",-3.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,50.00,52.00,33.00,1.00,162.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N211WN","1033","IND","Indianapolis, IN","IN","18","Indiana",42,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"1500","1500",0.00,0.00,0.00,0,"1500-1559",7.00,"1507","1539",5.00,"1550","1544",-6.00,0.00,0.00,-1,"1500-1559",0.00,"",0.00,230.00,224.00,212.00,1.00,1489.00,6,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N255WN","1664","IND","Indianapolis, IN","IN","18","Indiana",42,"PHX","Phoenix, AZ","AZ","04","Arizona",81,"0700","0657",-3.00,0.00,0.00,-1,"0700-0759",9.00,"0706","0741",5.00,"0755","0746",-9.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,235.00,229.00,215.00,1.00,1489.00,6,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N327SW","1527","IND","Indianapolis, IN","IN","18","Indiana",42,"TPA","Tampa, FL","FL","12","Florida",33,"1155","1155",0.00,0.00,0.00,0,"1100-1159",8.00,"1203","1354",3.00,"1405","1357",-8.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,130.00,122.00,111.00,1.00,838.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N302SW","33","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"0940","0940",0.00,0.00,0.00,0,"0900-0959",9.00,"0949","1042",4.00,"1045","1046",1.00,1.00,0.00,0,"1000-1059",0.00,"",0.00,65.00,66.00,53.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N700GS","127","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"0830","0826",-4.00,0.00,0.00,-1,"0800-0859",7.00,"0833","0922",2.00,"0935","0924",-11.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,65.00,58.00,49.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N679AA","398","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"1515","1515",0.00,0.00,0.00,0,"1500-1559",9.00,"1524","1621",6.00,"1625","1627",2.00,2.00,0.00,0,"1600-1659",0.00,"",0.00,70.00,72.00,57.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N484WN","799","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"1205","1202",-3.00,0.00,0.00,-1,"1200-1259",9.00,"1211","1305",3.00,"1310","1308",-2.00,0.00,0.00,-1,"1300-1359",0.00,"",0.00,65.00,66.00,54.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N743SW","1065","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"0740","0738",-2.00,0.00,0.00,-1,"0700-0759",9.00,"0747","0838",3.00,"0845","0841",-4.00,0.00,0.00,-1,"0800-0859",0.00,"",0.00,65.00,63.00,51.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N436WN","1467","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"1955","2103",68.00,68.00,1.00,4,"1900-1959",8.00,"2111","2203",3.00,"2100","2206",66.00,66.00,1.00,4,"2100-2159",0.00,"",0.00,65.00,63.00,52.00,1.00,220.00,1,0.00,0.00,0.00,0.00,66.00,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N766SW","1650","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"0640","0638",-2.00,0.00,0.00,-1,"0600-0659",10.00,"0648","0739",2.00,"0745","0741",-4.00,0.00,0.00,-1,"0700-0759",0.00,"",0.00,65.00,63.00,51.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N242WN","1948","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"1835","1834",-1.00,0.00,0.00,-1,"1800-1859",10.00,"1844","1941",2.00,"1940","1943",3.00,3.00,0.00,0,"1900-1959",0.00,"",0.00,65.00,69.00,57.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N434WN","2968","ISP","Islip, NY","NY","36","New York",22,"BWI","Baltimore, MD","MD","24","Maryland",35,"1645","1646",1.00,1.00,0.00,0,"1600-1659",12.00,"1658","1750",4.00,"1750","1754",4.00,4.00,0.00,0,"1700-1759",0.00,"",0.00,65.00,68.00,52.00,1.00,220.00,1,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N499WN","518","ISP","Islip, NY","NY","36","New York",22,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,"1300","1335",35.00,35.00,1.00,2,"1300-1359",7.00,"1342","1619",2.00,"1600","1621",21.00,21.00,1.00,1,"1600-1659",0.00,"",0.00,180.00,166.00,157.00,1.00,1093.00,5,1.00,0.00,0.00,0.00,20.00,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N227WN","1625","ISP","Islip, NY","NY","36","New York",22,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,"0700","0700",0.00,0.00,0.00,0,"0700-0759",8.00,"0708","0944",3.00,"0955","0947",-8.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,175.00,167.00,156.00,1.00,1093.00,5,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N412WN","2248","ISP","Islip, NY","NY","36","New York",22,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,"2025","2022",-3.00,0.00,0.00,-1,"2000-2059",9.00,"2031","2305",3.00,"2320","2308",-12.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,175.00,166.00,154.00,1.00,1093.00,5,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N791SW","463","ISP","Islip, NY","NY","36","New York",22,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1020","1018",-2.00,0.00,0.00,-1,"1000-1059",9.00,"1027","1244",5.00,"1255","1249",-6.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,335.00,331.00,317.00,1.00,2283.00,10,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N735SA","1048","ISP","Islip, NY","NY","36","New York",22,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1630","1626",-4.00,0.00,0.00,-1,"1600-1659",8.00,"1634","1907",4.00,"1905","1911",6.00,6.00,0.00,0,"1900-1959",0.00,"",0.00,335.00,345.00,333.00,1.00,2283.00,10,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N720WN","147","ISP","Islip, NY","NY","36","New York",22,"MCO","Orlando, FL","FL","12","Florida",33,"1505","1504",-1.00,0.00,0.00,-1,"1500-1559",7.00,"1511","1728",6.00,"1740","1734",-6.00,0.00,0.00,-1,"1700-1759",0.00,"",0.00,155.00,150.00,137.00,1.00,972.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N476WN","708","ISP","Islip, NY","NY","36","New York",22,"MCO","Orlando, FL","FL","12","Florida",33,"1100","1055",-5.00,0.00,0.00,-1,"1100-1159",10.00,"1105","1329",6.00,"1335","1335",0.00,0.00,0.00,0,"1300-1359",0.00,"",0.00,155.00,160.00,144.00,1.00,972.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N762SW","1458","ISP","Islip, NY","NY","36","New York",22,"MCO","Orlando, FL","FL","12","Florida",33,"1810","1808",-2.00,0.00,0.00,-1,"1800-1859",8.00,"1816","2034",5.00,"2050","2039",-11.00,0.00,0.00,-1,"2000-2059",0.00,"",0.00,160.00,151.00,138.00,1.00,972.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N419WN","1842","ISP","Islip, NY","NY","36","New York",22,"MCO","Orlando, FL","FL","12","Florida",33,"0810","0809",-1.00,0.00,0.00,-1,"0800-0859",8.00,"0817","1045",6.00,"1045","1051",6.00,6.00,0.00,0,"1000-1059",0.00,"",0.00,155.00,162.00,148.00,1.00,972.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N238WN","2498","ISP","Islip, NY","NY","36","New York",22,"MCO","Orlando, FL","FL","12","Florida",33,"0710","0705",-5.00,0.00,0.00,-1,"0700-0759",10.00,"0715","0939",6.00,"0950","0945",-5.00,0.00,0.00,-1,"0900-0959",0.00,"",0.00,160.00,160.00,144.00,1.00,972.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N485WN","2739","ISP","Islip, NY","NY","36","New York",22,"MCO","Orlando, FL","FL","12","Florida",33,"2050","2045",-5.00,0.00,0.00,-1,"2000-2059",10.00,"2055","2307",9.00,"2325","2316",-9.00,0.00,0.00,-1,"2300-2359",0.00,"",0.00,155.00,151.00,132.00,1.00,972.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N213WN","474","ISP","Islip, NY","NY","36","New York",22,"MDW","Chicago, IL","IL","17","Illinois",41,"1505","1520",15.00,15.00,1.00,1,"1500-1559",11.00,"1531","1626",5.00,"1620","1631",11.00,11.00,0.00,0,"1600-1659",0.00,"",0.00,135.00,131.00,115.00,1.00,765.00,4,,,,,,
2007,4,10,2,2,2007-10-02,"WN",19393,"WN","N411WN","1057","ISP","Islip, NY","NY","36","New York",22,"MDW","Chicago, IL","IL","17","Illinois",41,"1300","1254",-6.00,0.00,0.00,-1,"1300-1359",14.00,"1308","1400",6.00,"1415","1406",-9.00,0.00,0.00,-1,"1400-1459",0.00,"",0.00,135.00,132.00,112.00,1.00,765.00,4,,,,,,
